"# مطلوب | معرف محتوى فريد للعنصر. يمكنك استخدام وحدة تتبع المنتج (SKU) إن أمكن. يجب أن يظهر كل معرف محتوى مرة واحدة فقط في كتالوجك. لتشغيل الإعلانات الديناميكية، يجب أن يتطابق هذا المعرف تمامًا مع معرف المحتوى لنفس العنصر في الرمز البرمجي لبيكسل فيسبوك الخاص بك. الحد الأقصى للأحرف: 100",# مطلوب | ‎A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200‎,# مطلوب | ‎A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999‎,# مطلوب | ‎The current availability of the item.‎ | القيم المدعومة: in stock; out of stock,# مطلوب | ‎The current condition of the item.‎ | القيم المدعومة: new; used,# مطلوب | ‎The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.‎,# مطلوب | عنوان URL للصفحة المحددة للعنصر حيث يمكن للأشخاص شراء العنصر.,# مطلوب | عنوان URL للصورة الأساسية للعنصر. يجب استخدام صورة بتنسيق مدعوم (JPG/GIF/PNG) وبدرجة دقة 500 × 500 بيكسل على الأقل.,# مطلوب | اسم العلامة التجارية للعنصر. الحد الأقصى لعدد الحروف: 100.,# اختياري | فئة منتج Google للعنصر. تعرف على المزيد عن فئات المنتجات على: https://www.facebook.com/business/help/526764014610932.,# اختياري | فئة منتج فيسبوك للعنصر. تعرف على المزيد عن فئات المنتجات على: https://www.facebook.com/business/help/526764014610932.,# اختياري | ‎The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable‎,# اختياري | ‎The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.‎,# اختياري | جنس الشخص الذي يتم توجيه العنصر إليه. | القيم المدعومة: female; male; unisex,# اختياري | ‎Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product‎
id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,gender,product_tags[0]
DE90259,SHEGLAM Glow Gloss – Shade COCOA COOKIE,Supplier: SheinColor: COCOA COOKIEColoring Effect: Glossy,in stock,new,620.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/2025-05-04-68176d18be3e3.webp,SHEIN,MAKE UP,Lips,1, 372 EGP ,female,ميك اب- SHEGLAM- make up- شيجلام- sheinit- sheinse- sh ein- shein-
DE90090,Rimless Geometric Sunglasses Gradient Gray Lenses with Gold Metal Arms Unisex El,Make a statement with these rimless sunglasses featuring octagonal shaped gradient gray lenses and sleek gold metal arms the unique geometric design offers a modern luxurious touch while staying lightweight and comfortable perfect for both men and women these sunglasses suit casual formal and special occasion outfits giving a polished sophisticated finish Specifications,in stock,new,1250.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/2025-05-01-68131e61dcef4.webp,SHEIN,SUNGLASSES,N/A,1, 750 EGP ,female,
DE91019,Unisex Square Yellow Lens Sunglasses Plastic Frame Lightweight and Stylish,Step out with a statement using these square shaped sunglasses featuring light yellow lenses and a bold plastic frame lightweight and comfortable to wear they offer a stylish twist to your casual or daytime outfits the plastic construction ensures durability while the tinted lenses help reduce glare ideal for daily wear driving or photoshoots these sunglasses suit both men and women with a modern edgeSpecifications Material Lightweight plastic frameLens color Light yellowDesign Square modern styleType Unisex sunglassesPractical benefits Great for outings driving photography and casual occasions,in stock,new,250.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/2025-04-29-6810e769bc0f6.webp,SHEIN,SUNGLASSES,N/A,1, 150 EGP ,female,
DE91071,فستان قصير أحمر بأكمام طويلة – خصر مجسم مع كشكشة أنيقة – خامة مرنة وناعمة,This red mini dress features a flattering bodycon silhouette that highlights your curvesThe ruched waist adds a soft feminine detail while the pleated hem brings graceful movementA high neckline and long sleeves complete the elegant and balanced lookMade from soft stretchy fabric that feels comfortable on the skinPerfect for parties special occasions stylish nights out or photoshoots Specifications Material Stretchy polyester fabricDesign Ruched waist with pleated hemKey features Comfortable form fitting feminine shapePractical benefits Ideal for parties elegant outings and photoshoots,in stock,new,1658.33 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/NDUxOTcxX18yMDI1LTA0LTEyVDExOjE1OjEwLjQ5NVpfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEzMTQxNC5wbmc=.png,SHEIN,Women's clothing,Dresses,1, 1044.8 EGP ,female,فستان- قصير- أحمر- بأكمام- طويلة- خصر- مجسم- مع- كشكشة- أنيقة- خامة- مرنة- وناعمة-
DE91068,طقم رموش صناعية 7 أزواج – كثافة طبيعية وكيرلي ناعم – خفيفة وقابلة لإعادة الاستخد,This lash set includes 7 pairs of soft natural look false eyelashesDesigned with light volume and gradual length for a fluttery yet elegant finishMade from flexible synthetic fibers that are gentle on the eyes and easy to applyEach pair can be reused multiple times without losing shapeComes in an organized case for easy storage and protection Specifications Material Flexible synthetic fibersDesign Curled natural shape with gradual lengthKey features Comfortable lightweight attractive lookPractical benefits Suitable for daily makeup photoshoots and special occasions,in stock,new,595.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/NzY3MzA4X18yMDI1LTA0LTEyVDEwOjU5OjIzLjYwOVpfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEyNDU1OC5wbmc=.png,SHEIN,MAKE UP,Eyes,1, 368.9 EGP ,female,طقم- رموش- صناعية- 7- أزواج- كثافة- طبيعية- وكيرلي- ناعم- خفيفة- وقابلة- لإعادة- الاستخدام-
DE91067,طقم أظافر صناعية – تصميم فيونكات وقلوب وردي – شكل أنثوي رقيق ولمسة لامعة,This feminine press on nail set features a soft off white base with 3D pink hearts and delicate bowsCrafted from high quality plastic that’s easy to apply and holds firmly in placePerfect for events casual outings or pampering yourself at homeComes in a neat storage box and fits a variety of nail sizesAdds a stylish touch to your hands effortlessly Specifications Material High quality plasticDesign 3D pink hearts and delicate bows on off white baseKey features Feminine strong hold unique lookPractical benefits Great for events photos outings or home use,in stock,new,521.67 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/MjAyMDE3X18yMDI1LTA0LTEyVDEwOjU4OjEyLjgzNVpfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEyNDM0OS5wbmc=.png,SHEIN,MAKE UP,Nails,1, 318.3 EGP ,female,طقم- أظافر- صناعية- تصميم- فيونكات- وقلوب- وردي- شكل- أنثوي- رقيق- ولمسة- لامعة-
DE91066,ميدالية مفاتيح بناتي – فيونكة ذهبية مع حبات كريز – تصميم كيوت وأنيق,"Add a cute and feminine touch to your everyday style with this elegant keychain featuring a gold-tone bow and two glossy red cherry charms With its girly and charming design, it’s perfect as a key holder or a stylish accessory for your bag Lightweight and easy to use — also makes a sweet and thoughtful gift for friends or yourself Product Details Material Gold-plated metal with plastic cherry charms Design Feminine bow with hanging cherries Key Features Cute Lightweight Multi-purpose Ideal For Keys Bags Gifts",in stock,new,273.33 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/MTkxNjQyX18yMDI1LTA0LTEyVDEwOjU1OjMxLjc3OFpfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEyMzYxOC5wbmc=.png,SHEIN,accessories,Accessories Sets,1, 164 EGP ,female,ميدالية- مفاتيح- بناتي- فيونكة- ذهبية- مع- حبات- كريز- تصميم- كيوت- وأنيق-
DE91065,اكسسوار شعر فيونكة ساتان – لون بيج لامع – تصميم ناعم بانسياب أنثوي,"Complete your hairstyle with a soft and feminine touch using this large satin hair bow in a shiny beige shadeIts flowing and elegant design adds charm to any look — perfect for college, casual outings, or cute Instagram picsThe fabric is lightweight and easy to secure, whether you place it in the center or at the ends of your hairA must-have accessory for girls who love simple styles with a standout finish Product DetailsMaterial Shiny satin fabricDesign Large bow with flowing tailsKey Features Lightweight Easy to wear Feminine colorIdeal For College Outings Photoshoots Casual Events",in stock,new,228.33 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/NjQ0ODc0X18yMDI1LTA0LTEyVDEwOjUzOjA3LjA5NlpfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEyMzQyNi5wbmc=.png,SHEIN,accessories,Accessories Sets,1, 143.9 EGP ,female,اكسسوار- شعر- فيونكة- ساتان- لون- بيج- لامع- تصميم- ناعم- بانسياب- أنثوي-
DE91064,بلوزة قطن حريمي – بيضاء بأزرار أمامية وقصة واسعة – خامة خفيفة ومريحة للربيع والص,This women’s white blouse is made from breathable lightweight cottonIt features a loose layered cut with a soft collar and full front buttonsThe long sleeves make it perfect for unpredictable weatherIts feminine flowy shape makes it easy to pair with jeans or trousersIdeal for daily errands university or casual daytime outings Specifications Material Breathable lightweight cottonDesign Front buttons soft collar wide layered cutKey features Comfortable feminine easy to stylePractical benefits Great for casual wear university and everyday use,in stock,new,1585.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/MTA2NDM4X18yMDI1LTA0LTEyVDEwOjUwOjI4LjIzM1pfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEyMzIzOS5wbmc=.png,SHEIN,Women's clothing,Outfit Sets,1, 982.7 EGP ,female,بلوزة- قطن- حريمي- بيضاء- بأزرار- أمامية- وقصة- واسعة- خامة- خفيفة- ومريحة- للربيع- والصيف-
DE91063,بلوفر شتوي صوف – مقلّم بألوان النبيتي والأوف وايت – خامة منفوشة ناعمة وأكمام واس,This winter sweater features bold burgundy and off white stripesMade from soft fluffy fabric that gives instant warmth and comfortThe loose fit and long wide sleeves make it perfect for layering in cold weatherIdeal for casual daily wear with jeans or trousersSimple and cozy design that completes any winter outfit with ease Specifications Material Fluffy soft synthetic knitDesign Wide stripes loose cut long sleevesKey features Very warm winter tones casual stylePractical benefits Suitable for winter outings university work and daytime looks,in stock,new,1703.33 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/Mjk4MzA1X18yMDI1LTA0LTEyVDEwOjQ3OjU5LjAzNFpfU2NyZWVuc2hvdCAyMDI1LTA0LTEyIDEyMzEwOS5wbmc=.png,SHEIN,Women's clothing,Outfit Sets,1, 1039.1 EGP ,female,بلوفر- شتوي- صوف- مقلم- بألوان- النبيتي- والأوف- وايت- خامة- منفوشة- ناعمة- وأكمام- واسعة-
DE91062,شنطة كروس ميني حريمي – أوف وايت بسلسلة ذهبية – تصميم أنيق بمشبك ذهبي – صغيرة الح,Looking for a mini bag that suits casual outings or special occasionsThis off white crossbody bag is the perfect pickFeatures a smooth faux leather finish with a stylish gold clasp and chain strapDespite its compact size it fits your essentials like cards keys and lip glossIdeal for casual looks daily use or dressing up for events Specifications Material High quality faux leatherDesign Mini crossbody with flap and gold claspKey features Gold hand chain and shoulder strap elegant and compactPractical benefits Perfect for light outings events or casual daily wear,in stock,new,676.67 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/2025-05-03-6815e0074e02d.webp,SHEIN,Bags,Outing Bags,1, 406.1 EGP ,female,شنطة- كروس- ميني- حريمي- أوف- وايت- بسلسلة- ذهبية- تصميم- أنيق- بمشبك- ذهبي- صغيرة- الحجم- للخروجات- والمناسبات-
DE91061,فستان سهرة مجسم بنقشة سنيك – أكمام طويلة – خامة مطاطية أنيقة,This long snake print dress features a body hugging design that enhances the silhouetteMade from soft stretchy fabric for both comfort and eleganceWith a high neckline and long sleeves the style adds a touch of sophistication and boldnessPerfect for evening events special occasions or stylish night outingsA confident and feminine statement piece for standout looks Specifications Material Soft stretchy fabricDesign Snake print high neck long sleevesKey features Bodycon bold femininePractical benefits Ideal for evening wear special events and photoshoots,in stock,new,988.33 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/OTU0MzUxX18yMDI1LTA0LTEwVDEyOjM5OjAzLjA4OVpfU2NyZWVuc2hvdCAyMDI1LTA0LTEwIDE0MzU0MS5wbmc=.png,SHEIN,Women's clothing,Pajamas & Robes,1, 622.7 EGP ,female,فستان- سهرة- مجسم- بنقشة- سنيك- أكمام- طويلة- خامة- مطاطية- أنيقة-
DE91060,فستان نوم ستان أسود – حمالات رفيعة برباط متقاطع – شق دانتيل جانبي أنثوي,This black night dress features a soft stretchy fabric with a feminine elegant touchDesigned with thin straps and a crisscross chest tie that adds a hint of allureThe side slit is detailed with transparent lace for a sensual yet refined finishLightweight and comfortable ideal for homewear romantic nights or elegant sleepwearCombines style and comfort in a single graceful piece Specifications Material Soft stretchy fabricDesign Chest tie with side slit lace detailKey features Attractive feminine comfortablePractical benefits Perfect for homewear romantic evenings or stylish sleepwear,in stock,new,906.67 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/NDMyNDc5X18yMDI1LTA0LTEwVDEyOjM3OjA2LjU5MlpfU2NyZWVuc2hvdCAyMDI1LTA0LTEwIDE0MzIxNS5wbmc=.png,SHEIN,Women's clothing,Pajamas & Robes,1, 562.2 EGP ,female,فستان- نوم- ستان- أسود- حمالات- رفيعة- برباط- متقاطع- شق- دانتيل- جانبي- أنثوي-
DE91059,كارديجان دانتيل خفيف – كم جرس وكرانيش ناعمة – أبيض أنيق,This girls white lace cardigan is lightweight and perfect for spring or summer daysDesigned with elegant bell sleeves and delicate ruffle trims for a feminine finishIts short cut makes it easy to layer over tops dresses or simple jeansThe sheer soft lace adds a gentle flow to your outfit while keeping it stylish and breathableGreat choice for both casual and chic occasions Specifications Material Soft breathable laceDesign Bell sleeves ruffle edge short cutKey features Lightweight feminine easy to stylePractical benefits Ideal for daytime outings casual looks and evening wear,in stock,new,686.67 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/MjE0NTkyX18yMDI1LTA0LTEwVDEyOjI5OjMyLjY4MVpfV2hhdHNBcHAgSW1hZ2UgMjAyNS0wNC0wNiBhdCAxOS4zMy4yOV84YWM4MjJlMS5qcGc=.jpg,SHEIN,Women's clothing,Outfit Sets,1, 418.9 EGP ,female,كارديجان- دانتيل- خفيف- كم- جرس- وكرانيش- ناعمة- أبيض- أنيق-
DE91058,فستان صيفي خفيف – أصفر بربطة من الأمام وتفصيلة مفرغة من الظهر,This girls summer dress comes in a vibrant yellow shade with a soft breathable fabricIt features a flattering open back with tie details at the chest and neckThe lightweight mesh fabric is perfect for hot weather and easy movementIdeal for beach days morning outings or fun summer photoshootsPair it with flats or sandals for a complete effortless look Specifications Material Light mesh fabric with soft liningDesign Chest tie neck tie open backKey features Bright color lightweight comfortablePractical benefits Perfect for summer outings beach looks and casual wear,in stock,new,1933.33 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/MTIzODg2X18yMDI1LTA0LTEwVDEyOjAxOjA1Ljc1NlpfU2NyZWVuc2hvdCAyMDI1LTA0LTEwIDEzNDk1OC5wbmc=.png,SHEIN,Women's clothing,Dresses,1, 1160 EGP ,female,فستان- صيفي- خفيف- أصفر- بربطة- من- الأمام- وتفصيلة- مفرغة- من- الظهر-
DE91057,شنطة كروس جلد صغيرة – أسود ساده – تصميم نص دايرة أنيق,This small black crossbody bag is crafted from soft high quality faux leatherFeatures a clean half moon design that’s both eye catching and versatilePerfect for girls who love minimal style and want something that suits both casual and classic outfitsComes with a long strap for waist or crossbody wearIdeal for daily outings quick errands and effortless styling Specifications Material Soft faux leatherDesign Half moon shape solid black long strapKey features Lightweight practical suits all stylesPractical benefits Great for daily use quick errands casual or formal looks,in stock,new,806.67 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/NDc3MjkxX18yMDI1LTA0LTEwVDExOjQ2OjQyLjYyN1pfV2hhdHNBcHAgSW1hZ2UgMjAyNS0wMy0yNCBhdCAxNC4zMS4yOF82NDA3YTZkOC5qcGc=.jpg,SHEIN,Bags,Outing Bags,1, 508.3 EGP ,female,شنطة- كروس- جلد- صغيرة- أسود- ساده- تصميم- نص- دايرة- أنيق-
DE91056,شنطة يد بناتي كاجوال – بيچ × أسود – تصميم شبابي بلصقات عصرية,Specifications This beige tote bag features a bold casual design with youthful patch details for a fun modern twistMade from durable fabric with thick black faux leather handles for easy daily useIncludes a front zipper for quick access and practical organizationSpacious interior makes it ideal for university work or everyday outingsPerfect for girls who love unique statement style and want something different from the usualMaterial Durable fabric with faux leather handlesDesign Beige and black with decorative patchesKey features Trendy design spacious interior front zipperPractical uses University work daily outings,in stock,new,1731.67 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/Mzg4MjA0X18yMDI1LTA0LTEwVDExOjMyOjQ1Ljk2MVpfU2NyZWVuc2hvdCAyMDI1LTA0LTEwIDEzMzA0NS5wbmc=.png,SHEIN,Women's clothing,N/A,1, 1073.7 EGP ,female,شنطة- يد- بناتي- كاجوال- بيچ- ×- أسود- تصميم- شبابي- بلصقات- عصرية-
DE91021,أقراط وردية لامعة مع خيوط كريستالية,"Add a touch of glamour and elegance to your look with these luxurious pink floral earrings adorned with sparkling crystalsThe long crystal strands flow beautifully, creating a dazzling effect that catches every eyePerfect for special occasions and evening events, these earrings complete your outfit with feminine sophisticationWhether it’s a party or a formal gathering, you'll shine with effortless charm Product DetailsMaterial Crystal-plated metalDesign Pink floral style with long crystal strandsKey Features Elegant design sparkling dangling strands for a glamorous lookIdeal For Parties Evenings Special occasions",in stock,new,665.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/MTM0N19fMjAyNS0wMy0zMFQxMToyMzowOS4wMTVaX1NjcmVlbnNob3QgMjAyNS0wMy0zMCAxMzE4MTYucG5n.png,SHEIN,accessories,Accessories Sets,1, 405.7 EGP ,female,أقراط- وردية- لامعة- مع- خيوط- كريستالية-
DE90934,طقم خواتم كاجوال بألوان متنوعة وتصاميم عصرية – 8 قطع,"This vibrant ring set is the perfect finishing touch to elevate any casual look with a bold and playful vibeFeaturing 8 rings in bright colors and unique designs, you can stack them all together or wear them separately based on your moodMade from lightweight acrylic, they’re super comfy for everyday wearIdeal for girls who love to stand out and add a fun twist to simple outfits Product DetailsMaterial Lightweight acrylicDesign Set of 8 rings with various colors and stylesKey Features Bold colors lightweight and practicalIdeal For Casual outings daily wear pairing with simple outfits for a standout look",in stock,new,430.00 EGP,https://thedelicado.com,https://thedelicado.com/storage/app/public/product/thumbnail/ODQ0MTE5X18yMDI1LTAzLTIzVDExOjQyOjQ5LjczMFpfV2hhdHNBcHAgSW1hZ2UgMjAyNS0wMy0yMCBhdCAxNy4xNi40MV84MjE4NWNiYi5qcGc=.jpg,SHEIN,accessories,Accessories Sets,1, 258 EGP ,female,طقم- خواتم- كاجوال- بألوان- متنوعة- وتصاميم- عصرية- 8- قطع-
